Time;Consumption;;
20.4.2022 21.00;0,63;;
20.4.2022 22.00;1,45;;
20.4.2022 23.00;4,1;;
21.4.2022 0.00;4,54;;
21.4.2022 1.00;4,06;;
21.4.2022 2.00;0,89;;
21.4.2022 3.00;0,75;;
21.4.2022 4.00;0,89;;
21.4.2022 5.00;0,84;;
21.4.2022 6.00;1,54;;
21.4.2022 7.00;0,86;;
21.4.2022 8.00;0,69;;
21.4.2022 9.00;0,56;;
21.4.2022 10.00;0,47;;
21.4.2022 11.00;0,41;;
21.4.2022 12.00;0,37;;
21.4.2022 13.00;0,28;;
21.4.2022 14.00;0,3;;
21.4.2022 15.00;0,17;;
21.4.2022 16.00;0,44;;
21.4.2022 17.00;0,38;;
21.4.2022 18.00;0,27;;
21.4.2022 19.00;0,61;;
21.4.2022 20.00;0,41;;
21.4.2022 21.00;0,27;;
21.4.2022 22.00;0,47;;
21.4.2022 23.00;4,39;;
22.4.2022 0.00;4,63;;
22.4.2022 1.00;2,19;;
22.4.2022 2.00;0,6;;
22.4.2022 3.00;0,79;;
22.4.2022 4.00;0,87;;
22.4.2022 5.00;0,85;;
22.4.2022 6.00;1,19;;
22.4.2022 7.00;0,93;;
22.4.2022 8.00;1,16;;
22.4.2022 9.00;1,9;;
22.4.2022 10.00;0,68;;
22.4.2022 11.00;0,59;;
22.4.2022 12.00;0,51;;
22.4.2022 13.00;0,44;;
22.4.2022 14.00;0,45;;
22.4.2022 15.00;0,77;;
22.4.2022 16.00;1,61;;
22.4.2022 17.00;0,48;;
22.4.2022 18.00;0,36;;
22.4.2022 19.00;0,37;;
22.4.2022 20.00;0,27;;
22.4.2022 21.00;0,29;;
22.4.2022 22.00;1,43;;
22.4.2022 23.00;3,25;;
23.4.2022 0.00;3,29;;
23.4.2022 1.00;3,29;;
23.4.2022 2.00;0,59;;
23.4.2022 3.00;0,13;;
23.4.2022 4.00;0,14;;
23.4.2022 5.00;0,13;;
23.4.2022 6.00;0,13;;
23.4.2022 7.00;0,1;;
23.4.2022 8.00;0,1;;
23.4.2022 9.00;1,72;;
23.4.2022 10.00;1,27;;
23.4.2022 11.00;2,18;;
23.4.2022 12.00;0,63;;
23.4.2022 13.00;0,56;;
23.4.2022 14.00;0,7;;
23.4.2022 15.00;0,62;;
23.4.2022 16.00;1,5;;
23.4.2022 17.00;0,76;;
23.4.2022 18.00;0,53;;
23.4.2022 19.00;2,08;;
23.4.2022 20.00;0,53;;
23.4.2022 21.00;0,34;;
23.4.2022 22.00;2,03;;
23.4.2022 23.00;3,25;;
24.4.2022 0.00;3,28;;
24.4.2022 1.00;3,3;;
24.4.2022 2.00;0,71;;
24.4.2022 3.00;0,14;;
24.4.2022 4.00;0,14;;
24.4.2022 5.00;0,17;;
24.4.2022 6.00;0,2;;
24.4.2022 7.00;0,17;;
24.4.2022 8.00;0,52;;
24.4.2022 9.00;0,79;;
24.4.2022 10.00;1,04;;
24.4.2022 11.00;0,83;;
24.4.2022 12.00;0,7;;
24.4.2022 13.00;0,46;;
24.4.2022 14.00;0,39;;
24.4.2022 15.00;0,29;;
24.4.2022 16.00;0,27;;
24.4.2022 17.00;0,34;;
24.4.2022 18.00;1,03;;
24.4.2022 19.00;0,31;;
24.4.2022 20.00;0,4;;
24.4.2022 21.00;1,01;;
24.4.2022 22.00;1,59;;
24.4.2022 23.00;4,47;;
25.4.2022 0.00;5,04;;
25.4.2022 1.00;4,57;;
25.4.2022 2.00;3,88;;
25.4.2022 3.00;1,11;;
25.4.2022 4.00;1,28;;
25.4.2022 5.00;1,09;;
25.4.2022 6.00;1,91;;
25.4.2022 7.00;1,29;;
25.4.2022 8.00;0,91;;
25.4.2022 9.00;0,74;;
25.4.2022 10.00;0,72;;
25.4.2022 11.00;0,61;;
25.4.2022 12.00;0,52;;
25.4.2022 13.00;0,57;;
25.4.2022 14.00;0,49;;
25.4.2022 15.00;0,62;;
25.4.2022 16.00;0,88;;
25.4.2022 17.00;1,24;;
25.4.2022 18.00;1,06;;
25.4.2022 19.00;1,31;;
25.4.2022 20.00;0,96;;
25.4.2022 21.00;0,69;;
25.4.2022 22.00;3,11;;
25.4.2022 23.00;4,25;;
26.4.2022 0.00;4,1;;
26.4.2022 1.00;3,47;;
26.4.2022 2.00;0,81;;
26.4.2022 3.00;0,95;;
26.4.2022 4.00;0,89;;
26.4.2022 5.00;0,88;;
26.4.2022 6.00;1,11;;
26.4.2022 7.00;1,35;;
26.4.2022 8.00;1,11;;
26.4.2022 9.00;1,05;;
26.4.2022 10.00;1,12;;
26.4.2022 11.00;0,95;;
26.4.2022 12.00;0,95;;
26.4.2022 13.00;0,89;;
26.4.2022 14.00;0,83;;
26.4.2022 15.00;0,83;;
26.4.2022 16.00;1,08;;
26.4.2022 17.00;0,87;;
26.4.2022 18.00;1,2;;
26.4.2022 19.00;1,24;;
26.4.2022 20.00;1,08;;
26.4.2022 21.00;0,79;;
26.4.2022 22.00;1,35;;
26.4.2022 23.00;4,99;;
27.4.2022 0.00;4,76;;
27.4.2022 1.00;4,29;;
27.4.2022 2.00;3,73;;
27.4.2022 3.00;1,22;;
27.4.2022 4.00;0,85;;
27.4.2022 5.00;1,35;;
27.4.2022 6.00;2,25;;
27.4.2022 7.00;1,48;;
27.4.2022 8.00;1,31;;
27.4.2022 9.00;1,17;;
27.4.2022 10.00;1,14;;
27.4.2022 11.00;0,78;;
27.4.2022 12.00;1,11;;
27.4.2022 13.00;0,96;;
27.4.2022 14.00;0,76;;
27.4.2022 15.00;0,93;;
27.4.2022 16.00;1,52;;
27.4.2022 17.00;1,35;;
27.4.2022 18.00;1,93;;
27.4.2022 19.00;0,94;;
27.4.2022 20.00;1,03;;
27.4.2022 21.00;0,74;;
27.4.2022 22.00;3,42;;
27.4.2022 23.00;4,68;;
28.4.2022 0.00;3,48;;
28.4.2022 1.00;0,26;;
28.4.2022 2.00;0,23;;
28.4.2022 3.00;0,22;;
28.4.2022 4.00;0,22;;
28.4.2022 5.00;0,21;;
28.4.2022 6.00;0,51;;
28.4.2022 7.00;0,55;;
28.4.2022 8.00;0,25;;
28.4.2022 9.00;0,32;;
28.4.2022 10.00;0,15;;
28.4.2022 11.00;0,11;;
28.4.2022 12.00;0,11;;
28.4.2022 13.00;0,12;;
28.4.2022 14.00;0,11;;
28.4.2022 15.00;0,11;;
28.4.2022 16.00;0,15;;
28.4.2022 17.00;0,4;;
28.4.2022 18.00;0,21;;
28.4.2022 19.00;0,17;;
28.4.2022 20.00;0,32;;
28.4.2022 21.00;1,4;;
28.4.2022 22.00;2,96;;
28.4.2022 23.00;5,08;;
29.4.2022 0.00;4,99;;
29.4.2022 1.00;4,96;;
29.4.2022 2.00;2,45;;
29.4.2022 3.00;0,59;;
29.4.2022 4.00;1,2;;
29.4.2022 5.00;1,38;;
29.4.2022 6.00;2,77;;
29.4.2022 7.00;0,51;;
29.4.2022 8.00;0,3;;
29.4.2022 9.00;0,87;;
29.4.2022 10.00;1,19;;
29.4.2022 11.00;1,06;;
29.4.2022 12.00;0,63;;
29.4.2022 13.00;0,18;;
29.4.2022 14.00;0,89;;
29.4.2022 15.00;1,06;;
29.4.2022 16.00;1;;
29.4.2022 17.00;1,25;;
29.4.2022 18.00;1,01;;
29.4.2022 19.00;1,04;;
29.4.2022 20.00;1,12;;
29.4.2022 21.00;0,69;;
29.4.2022 22.00;2,3;;
29.4.2022 23.00;4,2;;
30.4.2022 0.00;3,28;;
30.4.2022 1.00;0,95;;
30.4.2022 2.00;0,22;;
30.4.2022 3.00;0,22;;
30.4.2022 4.00;0,63;;
30.4.2022 5.00;1,05;;
30.4.2022 6.00;0,98;;
30.4.2022 7.00;0,64;;
30.4.2022 8.00;0,31;;
30.4.2022 9.00;0,87;;
30.4.2022 10.00;1,27;;
30.4.2022 11.00;0,92;;
30.4.2022 12.00;0,52;;
30.4.2022 13.00;0,35;;
30.4.2022 14.00;0,41;;
30.4.2022 15.00;0,24;;
30.4.2022 16.00;0,12;;
30.4.2022 17.00;0,74;;
30.4.2022 18.00;0,7;;
30.4.2022 19.00;0,55;;
30.4.2022 20.00;0,64;;
30.4.2022 21.00;0,67;;
30.4.2022 22.00;0,24;;
30.4.2022 23.00;4,03;;
1.5.2022 0.00;2,16;;
1.5.2022 1.00;0,88;;
1.5.2022 2.00;0,21;;
1.5.2022 3.00;0,21;;
1.5.2022 4.00;1,23;;
1.5.2022 5.00;1,91;;
1.5.2022 6.00;1,02;;
1.5.2022 7.00;0,29;;
1.5.2022 8.00;0,19;;
1.5.2022 9.00;0,15;;
1.5.2022 10.00;0,53;;
1.5.2022 11.00;0,9;;
1.5.2022 12.00;1,34;;
1.5.2022 13.00;1,46;;
1.5.2022 14.00;1,62;;
1.5.2022 15.00;1,43;;
1.5.2022 16.00;0,93;;
1.5.2022 17.00;0,75;;
1.5.2022 18.00;0,73;;
1.5.2022 19.00;1,05;;
1.5.2022 20.00;1,34;;
1.5.2022 21.00;0,49;;
1.5.2022 22.00;2,49;;
1.5.2022 23.00;4,57;;
2.5.2022 0.00;4,23;;
2.5.2022 1.00;3,8;;
2.5.2022 2.00;3,09;;
2.5.2022 3.00;0,28;;
2.5.2022 4.00;0,14;;
2.5.2022 5.00;0,16;;
2.5.2022 6.00;0,33;;
2.5.2022 7.00;0,98;;
2.5.2022 8.00;2,06;;
2.5.2022 9.00;0,58;;
2.5.2022 10.00;0,6;;
2.5.2022 11.00;0,71;;
2.5.2022 12.00;0,74;;
2.5.2022 13.00;0,69;;
2.5.2022 14.00;0,79;;
2.5.2022 15.00;0,65;;
2.5.2022 16.00;1,41;;
2.5.2022 17.00;0,89;;
2.5.2022 18.00;0,83;;
2.5.2022 19.00;0,8;;
2.5.2022 20.00;1,92;;
2.5.2022 21.00;1,46;;
2.5.2022 22.00;1,53;;
2.5.2022 23.00;4,9;;
3.5.2022 0.00;4,72;;
3.5.2022 1.00;3,9;;
3.5.2022 2.00;4,13;;
3.5.2022 3.00;1,18;;
3.5.2022 4.00;1,19;;
3.5.2022 5.00;1,13;;
3.5.2022 6.00;1,34;;
3.5.2022 7.00;1,72;;
3.5.2022 8.00;1,32;;
3.5.2022 9.00;1,3;;
3.5.2022 10.00;1,23;;
3.5.2022 11.00;2,54;;
3.5.2022 12.00;1,85;;
3.5.2022 13.00;1,17;;
3.5.2022 14.00;1,02;;
3.5.2022 15.00;0,93;;
3.5.2022 16.00;1,39;;
3.5.2022 17.00;1,16;;
3.5.2022 18.00;0,99;;
3.5.2022 19.00;1;;
3.5.2022 20.00;0,93;;
3.5.2022 21.00;0,88;;
3.5.2022 22.00;1,71;;
3.5.2022 23.00;5,01;;
4.5.2022 0.00;4,88;;
4.5.2022 1.00;2,45;;
4.5.2022 2.00;0,89;;
4.5.2022 3.00;1,26;;
4.5.2022 4.00;1,3;;
4.5.2022 5.00;0,66;;
4.5.2022 6.00;2;;
4.5.2022 7.00;1,56;;
4.5.2022 8.00;2,03;;
4.5.2022 9.00;1,12;;
4.5.2022 10.00;1,24;;
4.5.2022 11.00;1,29;;
4.5.2022 12.00;0,98;;
4.5.2022 13.00;0,86;;
4.5.2022 14.00;0,79;;
4.5.2022 15.00;0,86;;
4.5.2022 16.00;1,65;;
4.5.2022 17.00;0,99;;
4.5.2022 18.00;1,11;;
4.5.2022 19.00;1,53;;
4.5.2022 20.00;1,1;;
4.5.2022 21.00;0,61;;
4.5.2022 22.00;3,73;;
4.5.2022 23.00;4,82;;
5.5.2022 0.00;4,36;;
5.5.2022 1.00;3,75;;
5.5.2022 2.00;1,86;;
5.5.2022 3.00;1,16;;
5.5.2022 4.00;1,2;;
5.5.2022 5.00;0,49;;
5.5.2022 6.00;1,3;;
5.5.2022 7.00;1,35;;
5.5.2022 8.00;1,2;;
5.5.2022 9.00;0,98;;
5.5.2022 10.00;2,39;;
5.5.2022 11.00;1,11;;
5.5.2022 12.00;1,99;;
5.5.2022 13.00;1,08;;
5.5.2022 14.00;0,6;;
5.5.2022 15.00;0,66;;
5.5.2022 16.00;0,76;;
5.5.2022 17.00;1,15;;
5.5.2022 18.00;1,44;;
5.5.2022 19.00;0,89;;
5.5.2022 20.00;0,74;;
5.5.2022 21.00;0,9;;
5.5.2022 22.00;1,57;;
5.5.2022 23.00;5,32;;
6.5.2022 0.00;4,78;;
6.5.2022 1.00;4,17;;
6.5.2022 2.00;3,83;;
6.5.2022 3.00;2,84;;
6.5.2022 4.00;0,75;;
6.5.2022 5.00;0,39;;
6.5.2022 6.00;0,44;;
6.5.2022 7.00;0,93;;
6.5.2022 8.00;0,91;;
6.5.2022 9.00;1,41;;
6.5.2022 10.00;1,15;;
6.5.2022 11.00;0,84;;
6.5.2022 12.00;1,37;;
6.5.2022 13.00;0,81;;
6.5.2022 14.00;1,34;;
6.5.2022 15.00;3,02;;
6.5.2022 16.00;0,88;;
6.5.2022 17.00;0,52;;
6.5.2022 18.00;0,49;;
6.5.2022 19.00;0,38;;
6.5.2022 20.00;0,49;;
6.5.2022 21.00;0,41;;
6.5.2022 22.00;1,63;;
6.5.2022 23.00;3,46;;
7.5.2022 0.00;3,42;;
7.5.2022 1.00;2,78;;
7.5.2022 2.00;0,22;;
7.5.2022 3.00;0,23;;
7.5.2022 4.00;0,21;;
7.5.2022 5.00;0,21;;
7.5.2022 6.00;0,23;;
7.5.2022 7.00;0,28;;
7.5.2022 8.00;0,19;;
7.5.2022 9.00;0,43;;
7.5.2022 10.00;0,91;;
7.5.2022 11.00;2,19;;
7.5.2022 12.00;1,87;;
7.5.2022 13.00;0,69;;
7.5.2022 14.00;0,53;;
7.5.2022 15.00;0,38;;
7.5.2022 16.00;0,35;;
7.5.2022 17.00;0,38;;
7.5.2022 18.00;1,15;;
7.5.2022 19.00;1,27;;
7.5.2022 20.00;0,88;;
7.5.2022 21.00;1,35;;
7.5.2022 22.00;1,6;;
7.5.2022 23.00;4,05;;
8.5.2022 0.00;3,42;;
8.5.2022 1.00;3,33;;
8.5.2022 2.00;1,24;;
8.5.2022 3.00;0,29;;
8.5.2022 4.00;0,26;;
8.5.2022 5.00;0,8;;
8.5.2022 6.00;0,95;;
8.5.2022 7.00;0,77;;
8.5.2022 8.00;1,33;;
8.5.2022 9.00;0,9;;
8.5.2022 10.00;1,15;;
8.5.2022 11.00;1,11;;
8.5.2022 12.00;0,69;;
8.5.2022 13.00;1,87;;
8.5.2022 14.00;1,89;;
8.5.2022 15.00;0,5;;
8.5.2022 16.00;0,71;;
8.5.2022 17.00;1,93;;
8.5.2022 18.00;1,49;;
8.5.2022 19.00;0,65;;
8.5.2022 20.00;1,29;;
8.5.2022 21.00;1,04;;
8.5.2022 22.00;2,1;;
8.5.2022 23.00;3,32;;
9.5.2022 0.00;3,32;;
9.5.2022 1.00;3,29;;
9.5.2022 2.00;0,21;;
9.5.2022 3.00;0,29;;
9.5.2022 4.00;0,29;;
9.5.2022 5.00;0,27;;
9.5.2022 6.00;0,7;;
9.5.2022 7.00;0,3;;
9.5.2022 8.00;0,27;;
9.5.2022 9.00;0,37;;
9.5.2022 10.00;0,97;;
9.5.2022 11.00;0,38;;
9.5.2022 12.00;0,34;;
9.5.2022 13.00;1,55;;
9.5.2022 14.00;2,43;;
9.5.2022 15.00;0,79;;
9.5.2022 16.00;0,94;;
9.5.2022 17.00;0,9;;
9.5.2022 18.00;0,72;;
9.5.2022 19.00;0,66;;
9.5.2022 20.00;0,7;;
9.5.2022 21.00;0,65;;
9.5.2022 22.00;2,56;;
9.5.2022 23.00;4,27;;
10.5.2022 0.00;3,71;;
10.5.2022 1.00;3,74;;
10.5.2022 2.00;1,52;;
10.5.2022 3.00;0,68;;
10.5.2022 4.00;0,64;;
10.5.2022 5.00;0,61;;
10.5.2022 6.00;1,29;;
10.5.2022 7.00;0,69;;
10.5.2022 8.00;0,59;;
10.5.2022 9.00;0,5;;
10.5.2022 10.00;0,44;;
10.5.2022 11.00;0,32;;
10.5.2022 12.00;0,19;;
10.5.2022 13.00;0,22;;
10.5.2022 14.00;0,23;;
10.5.2022 15.00;0,27;;
10.5.2022 16.00;0,71;;
10.5.2022 17.00;1,07;;
10.5.2022 18.00;1,31;;
10.5.2022 19.00;0,36;;
10.5.2022 20.00;0,55;;
10.5.2022 21.00;0,49;;
10.5.2022 22.00;4,05;;
10.5.2022 23.00;4,26;;
11.5.2022 0.00;3,4;;
11.5.2022 1.00;0,33;;
11.5.2022 2.00;0,38;;
11.5.2022 3.00;0,23;;
11.5.2022 4.00;0,23;;
11.5.2022 5.00;0,66;;
11.5.2022 6.00;2,52;;
11.5.2022 7.00;0,74;;
11.5.2022 8.00;0,66;;
11.5.2022 9.00;0,64;;
11.5.2022 10.00;0,6;;
11.5.2022 11.00;0,48;;
11.5.2022 12.00;0,47;;
11.5.2022 13.00;0,48;;
11.5.2022 14.00;0,49;;
11.5.2022 15.00;0,56;;
11.5.2022 16.00;1,3;;
11.5.2022 17.00;0,78;;
11.5.2022 18.00;1,07;;
11.5.2022 19.00;2,02;;
11.5.2022 20.00;1,07;;
11.5.2022 21.00;0,71;;
11.5.2022 22.00;2,28;;
11.5.2022 23.00;4,54;;
12.5.2022 0.00;3,79;;
12.5.2022 1.00;0,71;;
12.5.2022 2.00;0,35;;
12.5.2022 3.00;0,57;;
12.5.2022 4.00;0,36;;
12.5.2022 5.00;0,54;;
12.5.2022 6.00;1,5;;
12.5.2022 7.00;0,42;;
12.5.2022 8.00;0,66;;
12.5.2022 9.00;0,64;;
12.5.2022 10.00;0,58;;
12.5.2022 11.00;0,57;;
12.5.2022 12.00;0,61;;
12.5.2022 13.00;0,55;;
12.5.2022 14.00;0,59;;
12.5.2022 15.00;0,68;;
12.5.2022 16.00;0,81;;
12.5.2022 17.00;0,93;;
12.5.2022 18.00;0,58;;
12.5.2022 19.00;2,16;;
12.5.2022 20.00;1,41;;
12.5.2022 21.00;1,12;;
12.5.2022 22.00;2,05;;
12.5.2022 23.00;4,49;;
13.5.2022 0.00;4,25;;
13.5.2022 1.00;3,59;;
13.5.2022 2.00;1,6;;
13.5.2022 3.00;0,81;;
13.5.2022 4.00;0,85;;
13.5.2022 5.00;0,84;;
13.5.2022 6.00;1,25;;
13.5.2022 7.00;0,72;;
13.5.2022 8.00;0,92;;
13.5.2022 9.00;0,65;;
13.5.2022 10.00;0,59;;
13.5.2022 11.00;0,53;;
13.5.2022 12.00;0,48;;
13.5.2022 13.00;0,49;;
13.5.2022 14.00;0,48;;
13.5.2022 15.00;0,83;;
13.5.2022 16.00;0,89;;
13.5.2022 17.00;0,54;;
13.5.2022 18.00;1,01;;
13.5.2022 19.00;1,31;;
13.5.2022 20.00;0,33;;
13.5.2022 21.00;0,41;;
13.5.2022 22.00;0,75;;
13.5.2022 23.00;4,4;;
14.5.2022 0.00;4,05;;
14.5.2022 1.00;1,13;;
14.5.2022 2.00;0,76;;
14.5.2022 3.00;0,53;;
14.5.2022 4.00;0,69;;
14.5.2022 5.00;1,26;;
14.5.2022 6.00;1,66;;
14.5.2022 7.00;0,71;;
14.5.2022 8.00;0,79;;
14.5.2022 9.00;0,67;;
14.5.2022 10.00;0,8;;
14.5.2022 11.00;0,69;;
14.5.2022 12.00;0,38;;
14.5.2022 13.00;0,22;;
14.5.2022 14.00;0,22;;
14.5.2022 15.00;0,21;;
14.5.2022 16.00;0,22;;
14.5.2022 17.00;0,26;;
14.5.2022 18.00;0,24;;
14.5.2022 19.00;0,19;;
14.5.2022 20.00;0,19;;
14.5.2022 21.00;0,19;;
14.5.2022 22.00;1,27;;
14.5.2022 23.00;4,32;;
15.5.2022 0.00;4,51;;
15.5.2022 1.00;1,93;;
15.5.2022 2.00;0,66;;
15.5.2022 3.00;0,64;;
15.5.2022 4.00;0,61;;
15.5.2022 5.00;0,6;;
15.5.2022 6.00;1,48;;
15.5.2022 7.00;0,56;;
15.5.2022 8.00;0,59;;
15.5.2022 9.00;0,81;;
15.5.2022 10.00;1,25;;
15.5.2022 11.00;1,14;;
15.5.2022 12.00;1,45;;
15.5.2022 13.00;1,47;;
15.5.2022 14.00;1,52;;
15.5.2022 15.00;0,97;;
15.5.2022 16.00;0,95;;
15.5.2022 17.00;0,46;;
15.5.2022 18.00;0,35;;
15.5.2022 19.00;1,06;;
15.5.2022 20.00;0,84;;
15.5.2022 21.00;1,08;;
15.5.2022 22.00;4,18;;
15.5.2022 23.00;3,89;;
16.5.2022 0.00;3,24;;
16.5.2022 1.00;1,3;;
16.5.2022 2.00;0,21;;
16.5.2022 3.00;0,22;;
16.5.2022 4.00;0,27;;
16.5.2022 5.00;0,41;;
16.5.2022 6.00;1,06;;
16.5.2022 7.00;0,26;;
16.5.2022 8.00;0,26;;
16.5.2022 9.00;0,36;;
16.5.2022 10.00;0,56;;
16.5.2022 11.00;0,52;;
16.5.2022 12.00;0,5;;
16.5.2022 13.00;0,46;;
16.5.2022 14.00;0,45;;
16.5.2022 15.00;0,54;;
16.5.2022 16.00;0,91;;
16.5.2022 17.00;0,7;;
16.5.2022 18.00;0,58;;
16.5.2022 19.00;1,17;;
16.5.2022 20.00;1,46;;
16.5.2022 21.00;1,52;;
16.5.2022 22.00;2,27;;
16.5.2022 23.00;4,16;;
17.5.2022 0.00;3,66;;
17.5.2022 1.00;3,68;;
17.5.2022 2.00;1;;
17.5.2022 3.00;0,52;;
17.5.2022 4.00;0,53;;
17.5.2022 5.00;0,53;;
17.5.2022 6.00;0,63;;
17.5.2022 7.00;0,65;;
17.5.2022 8.00;0,56;;
17.5.2022 9.00;0,53;;
17.5.2022 10.00;0,5;;
17.5.2022 11.00;0,46;;
17.5.2022 12.00;0,45;;
17.5.2022 13.00;0,47;;
17.5.2022 14.00;0,49;;
17.5.2022 15.00;0,71;;
17.5.2022 16.00;0,63;;
17.5.2022 17.00;0,5;;
17.5.2022 18.00;0,5;;
17.5.2022 19.00;0,98;;
17.5.2022 20.00;0,9;;
17.5.2022 21.00;0,69;;
17.5.2022 22.00;3,39;;
17.5.2022 23.00;4,43;;
18.5.2022 0.00;3,69;;
18.5.2022 1.00;0,86;;
18.5.2022 2.00;0,55;;
18.5.2022 3.00;0,54;;
18.5.2022 4.00;0,33;;
18.5.2022 5.00;0,18;;
18.5.2022 6.00;0,38;;
18.5.2022 7.00;0,32;;
18.5.2022 8.00;1,48;;
18.5.2022 9.00;1,23;;
18.5.2022 10.00;0,68;;
18.5.2022 11.00;0,7;;
18.5.2022 12.00;0,64;;
18.5.2022 13.00;0,63;;
18.5.2022 14.00;0,86;;
18.5.2022 15.00;1,03;;
18.5.2022 16.00;1,13;;
18.5.2022 17.00;0,76;;
18.5.2022 18.00;0,72;;
18.5.2022 19.00;0,66;;
18.5.2022 20.00;0,71;;
18.5.2022 21.00;0,61;;
18.5.2022 22.00;1,41;;
18.5.2022 23.00;4,3;;
19.5.2022 0.00;4,16;;
19.5.2022 1.00;3,29;;
19.5.2022 2.00;0,27;;
19.5.2022 3.00;0,25;;
19.5.2022 4.00;0,28;;
19.5.2022 5.00;1,56;;
19.5.2022 6.00;1,58;;
19.5.2022 7.00;0,8;;
19.5.2022 8.00;0,7;;
19.5.2022 9.00;0,67;;
19.5.2022 10.00;0,63;;
19.5.2022 11.00;0,56;;
19.5.2022 12.00;0,5;;
19.5.2022 13.00;0,46;;
19.5.2022 14.00;0,54;;
19.5.2022 15.00;0,53;;
19.5.2022 16.00;0,46;;
19.5.2022 17.00;1,53;;
19.5.2022 18.00;1,83;;
19.5.2022 19.00;0,72;;
19.5.2022 20.00;0,75;;
19.5.2022 21.00;0,78;;
19.5.2022 22.00;2,97;;
19.5.2022 23.00;4,02;;
20.5.2022 0.00;3,62;;
20.5.2022 1.00;2,53;;
20.5.2022 2.00;0,29;;
20.5.2022 3.00;0,3;;
20.5.2022 4.00;0,87;;
20.5.2022 5.00;1,05;;
20.5.2022 6.00;0,39;;
20.5.2022 7.00;0,29;;
20.5.2022 8.00;1,36;;
20.5.2022 9.00;0,86;;
20.5.2022 10.00;0,66;;
20.5.2022 11.00;0,35;;
20.5.2022 12.00;0,38;;
20.5.2022 13.00;0,17;;
20.5.2022 14.00;0,17;;
20.5.2022 15.00;0,28;;
20.5.2022 16.00;0,17;;
20.5.2022 17.00;0,17;;
20.5.2022 18.00;0,19;;
20.5.2022 19.00;0,72;;
20.5.2022 20.00;0,33;;
20.5.2022 21.00;0,47;;
20.5.2022 22.00;0,91;;
20.5.2022 23.00;4,26;;
21.5.2022 0.00;3,87;;
21.5.2022 1.00;0,78;;
21.5.2022 2.00;0,55;;
21.5.2022 3.00;0,58;;
21.5.2022 4.00;0,52;;
21.5.2022 5.00;0,55;;
21.5.2022 6.00;0,86;;
21.5.2022 7.00;0,45;;
21.5.2022 8.00;0,82;;
21.5.2022 9.00;1,27;;
21.5.2022 10.00;1,27;;
21.5.2022 11.00;0,45;;
21.5.2022 12.00;0,24;;
21.5.2022 13.00;0,49;;
21.5.2022 14.00;0,3;;
21.5.2022 15.00;3,48;;
21.5.2022 16.00;1,14;;
21.5.2022 17.00;0,18;;
21.5.2022 18.00;0,38;;
21.5.2022 19.00;1,93;;
21.5.2022 20.00;1,91;;
21.5.2022 21.00;3,1;;
21.5.2022 22.00;3,22;;
21.5.2022 23.00;2,72;;
22.5.2022 0.00;0,48;;
22.5.2022 1.00;0,16;;
22.5.2022 2.00;0,16;;
22.5.2022 3.00;0,14;;
22.5.2022 4.00;0,14;;
22.5.2022 5.00;0,14;;
22.5.2022 6.00;0,41;;
22.5.2022 7.00;0,33;;
22.5.2022 8.00;0,91;;
22.5.2022 9.00;0,42;;
22.5.2022 10.00;0,29;;
22.5.2022 11.00;1,02;;
22.5.2022 12.00;2,17;;
22.5.2022 13.00;0,68;;
22.5.2022 14.00;0,66;;
22.5.2022 15.00;0,32;;
22.5.2022 16.00;1,79;;
22.5.2022 17.00;1,24;;
22.5.2022 18.00;0,31;;
22.5.2022 19.00;0,43;;
22.5.2022 20.00;0,64;;
22.5.2022 21.00;0,35;;
22.5.2022 22.00;2,48;;
22.5.2022 23.00;3,25;;
23.5.2022 0.00;3,3;;
23.5.2022 1.00;1,92;;
23.5.2022 2.00;0,16;;
23.5.2022 3.00;0,14;;
23.5.2022 4.00;0,14;;
23.5.2022 5.00;0,14;;
23.5.2022 6.00;0,34;;
23.5.2022 7.00;0,19;;
23.5.2022 8.00;1,06;;
23.5.2022 9.00;0,78;;
23.5.2022 10.00;0,13;;
23.5.2022 11.00;0,13;;
23.5.2022 12.00;0,13;;
23.5.2022 13.00;0,15;;
23.5.2022 14.00;0,31;;
23.5.2022 15.00;0,18;;
23.5.2022 16.00;0,2;;
23.5.2022 17.00;0,3;;
23.5.2022 18.00;0,15;;
23.5.2022 19.00;0,15;;
23.5.2022 20.00;0,18;;
23.5.2022 21.00;0,52;;
23.5.2022 22.00;1,6;;
23.5.2022 23.00;4,14;;
24.5.2022 0.00;3,34;;
24.5.2022 1.00;1,43;;
24.5.2022 2.00;0,18;;
24.5.2022 3.00;0,17;;
24.5.2022 4.00;0,17;;
24.5.2022 5.00;0,42;;
24.5.2022 6.00;0,94;;
24.5.2022 7.00;0,39;;
24.5.2022 8.00;1,8;;
24.5.2022 9.00;2,25;;
24.5.2022 10.00;0,27;;
24.5.2022 11.00;0,15;;
24.5.2022 12.00;0,15;;
24.5.2022 13.00;0,15;;
24.5.2022 14.00;0,15;;
24.5.2022 15.00;0,17;;
24.5.2022 16.00;0,26;;
24.5.2022 17.00;0,23;;
24.5.2022 18.00;0,27;;
24.5.2022 19.00;0,31;;
24.5.2022 20.00;0,34;;
24.5.2022 21.00;0,26;;
24.5.2022 22.00;3,31;;
24.5.2022 23.00;4;;
25.5.2022 0.00;3,61;;
25.5.2022 1.00;2,1;;
25.5.2022 2.00;0,14;;
25.5.2022 3.00;0,15;;
